ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),TIME_SINCE_TROUBLE_CODES_CLEARED (),WARM_UPS_SINCE_CODES_CLEARED (),DTC
398,700.75,0,16.078432,26.666666,75,-3.125,-1.5625,26,37.254902,47.843136,16.078432,31.764706,16.078432,100,0,35,2,382.600006,223.5,13.984,7841,255,1
398,691.25,0,16.078432,26.666666,75,-3.125,2.34375,27,37.254902,47.843136,16.078432,31.764706,16.078432,100,0,35,2,382.600006,223.5,13.984,7841,255,1
399,691.25,0,16.078432,26.666666,75,-3.125,2.34375,27,37.254902,47.843136,16.078432,31.764706,16.078432,100,0,35,2,382.600006,223.5,13.984,7841,255,1
399,691.25,0,16.078432,26.666666,75,-3.125,2.34375,27,37.254902,47.843136,16.078432,31.764706,16.078432,100,0,35,2,382.399994,223.799988,14.003,7841,255,1
399,691.25,0,16.078432,26.666666,75,-3.125,2.34375,27,37.254902,47.843136,16.078432,31.764706,16.078432,100,0,35,2,382.399994,223.799988,14.003,7841,255,1
399,692.75,0,16.078432,26.666666,75,-3.125,-1.5625,27,37.254902,47.843136,16.078432,31.764706,16.078432,100,0,35,2,382.399994,223.799988,14.003,7841,255,1
401,692.75,0,16.078432,26.666666,75,-3.125,-1.5625,27,37.254902,47.843136,16.078432,31.764706,16.078432,100,0,35,2,382.399994,223.799988,14.003,7841,255,1
401,692.75,0,16.078432,26.666666,75,-3.125,-1.5625,27,37.254902,47.843136,16.078432,31.764706,16.078432,100,0,35,2,382.200012,224.100006,13.984,7841,255,1
401,692.75,0,16.078432,26.666666,75,-3.125,0,27,37.254902,47.843136,16.078432,31.764706,16.078432,100,0,35,2,382.200012,224.100006,13.984,7841,255,1
403,696.75,0,16.078432,26.666666,75,-3.125,0,26,37.254902,47.843136,16.078432,31.764706,16.078432,100,0,36,1,382.200012,224.100006,13.984,7841,255,1
403,696.75,0,16.078432,26.666666,75,-3.125,0,26,37.254902,47.843136,16.078432,31.764706,16.078432,100,0,36,1,382.100006,224.200012,13.984,7841,255,1
403,696.75,0,16.078432,26.666666,75,-3.125,0,26,37.254902,47.843136,16.078432,31.764706,16.078432,100,0,36,1,382.100006,224.200012,13.984,7841,255,1
403,694.5,0,16.078432,26.666666,76,-3.125,1.5625,26,37.254902,47.843136,16.078432,31.764706,16.078432,100,0,36,1,382.100006,224.200012,13.984,7841,255,1
405,694.5,0,16.078432,26.666666,76,-3.125,1.5625,26,37.254902,47.843136,16.078432,31.764706,16.078432,100,0,36,1,382.100006,224.200012,13.984,7841,255,1
405,694.5,0,16.078432,26.666666,76,-3.125,1.5625,26,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,1,381.799988,224.399994,13.984,7841,255,1
405,694.5,0,16.078432,26.666666,76,-3.125,1.5625,26,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,1,381.799988,224.399994,13.984,7841,255,1
405,693.75,0,16.078432,26.274509,76,-3.125,-0.78125,26,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,2,381.799988,224.399994,13.984,7841,255,1
407,693.75,0,16.078432,26.274509,76,-3.125,-0.78125,26,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,2,381.799988,224.399994,13.984,7841,255,1
407,693.75,0,16.078432,26.274509,76,-3.125,-0.78125,26,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,2,381.600006,224.700012,14.003,7841,255,1
407,693.75,0,16.078432,26.666666,76,-3.125,-0.78125,26,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,2,381.600006,224.700012,14.003,7841,255,1
408,698.25,0,16.078432,26.666666,76,-3.125,-0.78125,27,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,1,381.600006,224.700012,14.003,7841,255,1
408,698.25,0,16.078432,26.666666,76,-3.125,-0.78125,27,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,1,381.399994,224.899994,14.003,7841,255,1
408,698.25,0,16.078432,26.666666,76,-3.125,-0.78125,27,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,1,381.399994,224.899994,14.003,7841,255,1
408,696.75,0,16.078432,26.274509,76,-3.125,-1.5625,27,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,1,381.399994,224.899994,14.003,7841,255,1
410,696.75,0,16.078432,26.274509,76,-3.125,-1.5625,27,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,1,381.399994,224.899994,14.003,7841,255,1
410,696.75,0,16.078432,26.274509,76,-3.125,-1.5625,27,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,1,381.200012,225,13.984,7841,255,1
410,696.75,0,16.078432,26.274509,76,-3.125,-1.5625,27,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,1,381.200012,225,13.984,7841,255,1
410,696.75,0,16.078432,26.274509,76,-3.125,0,26,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,1,381.200012,225,13.984,7841,255,1
412,696.75,0,16.078432,26.274509,76,-3.125,0,26,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,1,381.200012,225,13.984,7841,255,1
412,696.75,0,16.078432,26.274509,76,-3.125,0,26,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,1,381,225.299988,13.984,7841,255,1
412,696.75,0,16.078432,26.666666,76,-3.125,0,26,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,1,381,225.299988,13.984,7841,255,1
414,702.25,0,16.078432,26.666666,76,-3.125,0,26,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,0,381,225.299988,13.984,7841,255,1
414,702.25,0,16.078432,26.666666,76,-3.125,0,26,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,0,380.799988,225.5,13.984,7841,255,1
414,702.25,0,16.078432,26.666666,76,-3.125,0,26,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,0,380.799988,225.5,13.984,7841,255,1
414,700.75,0,16.078432,26.666666,76,-3.125,-0.78125,26,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,1,380.799988,225.5,13.984,7841,255,1
416,700.75,0,16.078432,26.666666,76,-3.125,-0.78125,26,37.254902,47.450981,16.078432,31.764706,16.078432,100,0,36,1,380.799988,225.5,13.984,7841,255,1
416,700.75,0,16.078432,26.666666,76,-3.125,-0.78125,26,37.254902,50.980392,16.078432,31.764706,16.078432,100,0,36,1,380.600006,225.700012,13.828,7841,255,1
416,700.75,0,16.078432,26.666666,76,-3.125,-0.78125,26,37.254902,50.980392,16.078432,31.764706,18.82353,100,0,36,1,380.600006,225.700012,13.828,7841,255,1
416,753.75,0,18.82353,42.745098,76,-3.125,-0.78125,42,37.254902,50.980392,16.078432,31.764706,18.82353,100,0,36,-6,380.600006,225.700012,13.828,7841,255,1
417,753.75,0,18.82353,42.745098,76,-3.125,-0.78125,42,37.254902,50.980392,16.078432,31.764706,18.82353,100,0,36,-6,380.600006,225.700012,13.828,7841,255,1
417,753.75,0,18.82353,42.745098,76,-3.125,-0.78125,42,37.254902,50.980392,16.078432,31.764706,18.82353,100,0,36,-6,380.700012,225.899994,13.925,7842,255,1
417,753.75,0,18.82353,40.392159,76,-3.125,-0.78125,42,37.254902,50.980392,16.078432,31.764706,18.82353,100,0,36,-6,380.700012,225.899994,13.925,7842,255,1
419,843.75,0,18.82353,40.392159,76,-3.125,-3.90625,39,37.254902,50.980392,16.078432,31.764706,18.82353,100,0,36,-6,380.700012,225.899994,13.925,7842,255,1
419,843.75,0,18.82353,40.392159,76,-3.125,-3.90625,39,37.254902,50.980392,16.078432,31.764706,18.82353,100,0,36,-6,381.299988,225.899994,13.925,7842,255,1
419,843.75,0,18.82353,40.392159,76,-3.125,-3.90625,39,37.254902,50.980392,16.078432,31.764706,18.82353,100,0,36,-6,381.299988,226.600006,13.925,7842,255,1
419,881.25,0,18.82353,38.039215,76,-3.90625,-3.125,37,37.254902,50.980392,16.078432,31.764706,18.82353,100,0,36,-6,381.299988,226.600006,13.925,7842,255,1
421,881.25,0,18.82353,38.039215,76,-3.90625,-3.125,37,37.254902,50.980392,16.078432,31.764706,18.82353,100,0,36,-5,381.299988,226.600006,13.925,7842,255,1
421,881.25,0,18.82353,38.039215,76,-3.90625,-3.125,37,37.254902,50.980392,16.078432,31.764706,18.82353,100,0,36,-5,382.299988,227.5,13.925,7842,255,1
421,881.25,0,18.82353,38.039215,76,-3.90625,-3.125,37,37.254902,50.980392,16.078432,31.764706,18.82353,100,0,36,-5,382.299988,227.5,13.925,7842,255,1
421,895.25,0,18.82353,36.470589,76,-3.90625,-2.34375,35,37.254902,50.980392,16.078432,31.764706,18.82353,100,0,36,-2,382.299988,227.5,13.925,7842,255,1
423,895.25,0,18.82353,36.470589,76,-3.90625,-2.34375,35,37.254902,50.980392,16.078432,31.764706,18.82353,100,0,36,-2,382.299988,227.5,13.925,7842,255,1
423,895.25,0,18.82353,36.470589,76,-3.90625,-2.34375,35,37.254902,50.588234,16.078432,31.764706,18.431372,100,0,36,-2,383.600006,228.5,13.925,7842,255,1
423,895.25,0,18.82353,36.470589,76,-3.90625,-2.34375,35,37.254902,50.588234,16.078432,31.764706,18.431372,100,0,36,-2,383.600006,228.5,13.925,7842,255,1
425,886.5,0,18.431372,35.294117,77,-3.90625,-2.34375,36,37.254902,50.588234,16.078432,31.764706,18.431372,100,0,36,1,383.600006,228.5,13.925,7842,255,1
425,886.5,0,18.431372,35.294117,77,-3.90625,-2.34375,36,37.254902,50.588234,16.078432,31.764706,18.431372,100,0,36,1,384.299988,228.5,13.925,7842,255,1
425,886.5,0,18.431372,35.294117,77,-3.90625,-2.34375,36,37.254902,50.588234,16.078432,31.764706,18.431372,100,0,36,1,384.299988,229.100006,13.925,7842,255,1
425,886.5,0,18.431372,35.294117,77,-3.90625,-0.78125,36,37.254902,50.588234,16.078432,31.764706,18.431372,100,0,36,1,384.299988,229.100006,13.925,7842,255,1
427,870.25,0,18.431372,35.294117,77,-3.90625,-0.78125,36,37.254902,50.588234,16.078432,31.764706,18.431372,100,0,36,1,384.299988,229.100006,13.925,7842,255,1
427,870.25,0,18.431372,35.294117,77,-3.90625,-0.78125,36,37.254902,50.588234,16.078432,31.764706,18.431372,100,0,36,1,385.600006,230.299988,13.925,7842,255,1
427,870.25,0,18.431372,35.294117,77,-3.90625,-0.78125,36,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,1,385.600006,230.299988,13.925,7842,255,1
427,860.75,0,18.431372,35.686275,77,-3.90625,0.78125,36,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,385.600006,230.299988,13.925,7842,255,1
428,860.75,0,18.431372,35.686275,77,-3.90625,0.78125,36,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,385.600006,230.299988,13.925,7842,255,1
428,860.75,0,18.431372,35.686275,77,-3.90625,0.78125,36,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,386.899994,231.600006,13.925,7842,255,1
428,860.75,0,18.431372,35.686275,77,-3.90625,0.78125,36,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,386.899994,231.600006,13.925,7842,255,1
428,854.5,0,18.431372,35.686275,78,-3.90625,-0.78125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-1,386.899994,231.600006,13.925,7842,255,1
430,854.5,0,18.431372,35.686275,78,-3.90625,-0.78125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-1,386.899994,231.600006,13.925,7842,255,1
430,854.5,0,18.431372,35.686275,78,-3.90625,-0.78125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-1,388.299988,232.799988,13.925,7842,255,1
430,854.5,0,18.431372,36.07843,78,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-1,388.299988,232.799988,13.925,7842,255,1
432,849,0,18.431372,36.07843,78,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,1,388.299988,232.799988,13.925,7842,255,1
432,849,0,18.431372,36.07843,78,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,1,388.899994,233.399994,13.925,7842,255,1
432,849,0,18.431372,36.07843,78,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,1,388.899994,233.399994,13.925,7842,255,1
432,849,0,18.431372,36.07843,78,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,388.899994,233.399994,13.925,7842,255,1
434,849,0,18.431372,36.07843,78,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,388.899994,233.399994,13.925,7842,255,1
434,849,0,18.431372,36.07843,78,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,390.299988,234.799988,13.925,7842,255,1
434,849,0,18.431372,36.07843,78,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,390.299988,234.799988,13.925,7842,255,1
434,854.5,0,18.431372,36.07843,78,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-2,390.299988,234.799988,13.925,7842,255,0
436,854.5,0,18.431372,36.07843,78,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-2,390.299988,234.799988,13.925,7842,255,1
436,854.5,0,18.431372,36.07843,78,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-2,391.5,236.100006,13.925,7842,255,0
436,854.5,0,18.431372,36.07843,78,-3.90625,-1.5625,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-2,391.5,236.100006,13.925,7842,255,1
437,855.25,0,18.431372,36.07843,78,-3.90625,-1.5625,36,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-2,391.5,236.100006,13.925,7842,255,1
437,855.25,0,18.431372,36.07843,78,-3.90625,-1.5625,36,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-2,392.799988,237.399994,13.945,7842,255,0
437,855.25,0,18.431372,36.07843,78,-3.90625,-1.5625,36,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-2,392.799988,237.399994,13.945,7842,255,0
437,856.25,0,18.431372,35.686275,78,-3.90625,0,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-2,392.799988,237.399994,13.945,7842,255,1
439,856.25,0,18.431372,35.686275,78,-3.90625,0,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-2,392.799988,237.399994,13.945,7842,255,0
439,856.25,0,18.431372,35.686275,78,-3.90625,0,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-2,393.399994,238.100006,13.925,7842,255,1
439,856.25,0,18.431372,35.686275,78,-3.90625,0,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-2,393.399994,238.100006,13.925,7842,255,0
439,860,0,18.431372,35.686275,78,-3.90625,-0.78125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-1,393.399994,238.100006,13.925,7842,255,1
441,860,0,18.431372,35.686275,78,-3.90625,-0.78125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-1,393.399994,238.100006,13.925,7842,255,0
441,860,0,18.431372,35.686275,78,-3.90625,-0.78125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-1,394.600006,239.399994,13.925,7842,255,1
441,860,0,18.431372,35.686275,79,-3.90625,-0.78125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-1,394.600006,239.399994,13.925,7842,255,1
443,860.75,0,18.431372,35.686275,79,-3.90625,-0.78125,36,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-1,394.600006,239.399994,13.925,7842,255,0
443,860.75,0,18.431372,35.686275,79,-3.90625,-0.78125,36,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-1,395.799988,240.700012,13.925,7842,255,0
443,860.75,0,18.431372,35.686275,79,-3.90625,-0.78125,36,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,-1,395.799988,240.700012,13.945,7842,255,1
443,860,0,18.431372,35.686275,79,-3.90625,-3.90625,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,395.799988,240.700012,13.945,7842,255,0
445,860,0,18.431372,35.686275,79,-3.90625,-3.90625,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,395.799988,240.700012,13.945,7842,255,1
445,860,0,18.431372,35.686275,79,-3.90625,-3.90625,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,397,242,13.945,7842,255,0
445,860,0,18.431372,35.686275,79,-3.90625,-3.90625,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,397,242,13.945,7842,255,1
445,863.25,0,18.431372,35.294117,79,-3.90625,-3.90625,34,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,397,242,13.945,7842,255,0
447,863.25,0,18.431372,35.294117,79,-3.90625,-3.90625,34,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,397,242,13.945,7842,255,1
447,863.25,0,18.431372,35.294117,79,-3.90625,-3.90625,34,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,397.600006,243.299988,13.925,7842,255,1
447,863.25,0,18.431372,35.294117,80,-3.90625,-3.125,34,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,397.600006,243.299988,13.925,7842,255,0
448,855.25,0,18.431372,35.294117,80,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,397.600006,243.299988,13.925,7842,255,0
448,855.25,0,18.431372,35.294117,80,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,398.700012,243.899994,13.925,7842,255,1
448,855.25,0,18.431372,35.294117,80,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,398.700012,243.899994,13.886,7842,255,0
448,858.5,0,18.431372,35.294117,80,-3.90625,-2.34375,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,398.700012,243.899994,13.886,7842,255,1
450,858.5,0,18.431372,35.294117,80,-3.90625,-2.34375,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,398.700012,243.899994,13.886,7842,255,1
450,858.5,0,18.431372,35.294117,80,-3.90625,-2.34375,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,399.799988,245.100006,13.886,7842,255,0
450,858.5,0,18.431372,35.294117,80,-3.90625,-2.34375,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,399.799988,245.100006,13.886,7842,255,0
450,856.25,0,18.039215,35.294117,80,-3.90625,-0.78125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,399.799988,245.100006,13.886,7842,255,0
452,856.25,0,18.039215,35.294117,80,-3.90625,-0.78125,35,37.254902,50.196079,16.078432,31.764706,18.431372,100,0,36,0,399.799988,245.100006,13.886,7842,255,1
452,856.25,0,18.039215,35.294117,80,-3.90625,-0.78125,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,400.799988,246.399994,13.886,7842,255,0
452,856.25,0,18.039215,35.686275,80,-3.90625,-0.78125,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,400.799988,246.399994,13.886,7842,255,1
454,854.5,0,18.039215,35.686275,80,-3.90625,-0.78125,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-2,400.799988,246.399994,13.886,7842,255,0
454,854.5,0,18.039215,35.686275,80,-3.90625,-0.78125,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-2,401.299988,247.600006,13.886,7842,255,1
454,854.5,0,18.039215,35.686275,80,-3.90625,-0.78125,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-2,401.299988,247.600006,13.886,7842,255,1
454,855.25,0,18.039215,35.686275,80,-3.90625,-1.5625,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-2,401.299988,247.600006,13.886,7842,255,0
456,855.25,0,18.039215,35.686275,80,-3.90625,-1.5625,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-1,401.299988,247.600006,13.886,7842,255,0
456,855.25,0,18.039215,35.686275,80,-3.90625,-1.5625,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-1,402.299988,248.200012,13.886,7842,255,1
456,855.25,0,18.039215,35.686275,80,-3.90625,-1.5625,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-1,402.299988,248.200012,13.886,7842,255,0
456,853,0,18.431372,35.294117,80,-3.90625,-3.90625,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,402.299988,248.200012,13.886,7842,255,1
457,853,0,18.431372,35.294117,80,-3.90625,-3.90625,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,402.299988,248.200012,13.886,7842,255,1
457,853,0,18.431372,35.294117,80,-3.90625,-3.90625,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,403.299988,249.399994,13.867,7842,255,1
457,853,0,18.431372,35.294117,80,-3.90625,-3.90625,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,403.299988,249.399994,13.867,7842,255,1
459,860.75,0,18.039215,35.294117,80,-3.90625,-3.125,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-2,403.299988,249.399994,13.867,7842,255,1
459,860.75,0,18.039215,35.294117,80,-3.90625,-3.125,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-2,404.200012,249.399994,13.867,7842,255,1
459,860.75,0,18.039215,35.294117,80,-3.90625,-3.125,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-2,404.200012,250.5,13.886,7842,255,1
459,856.25,0,18.039215,35.294117,80,-3.90625,-0.78125,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-2,404.200012,250.5,13.886,7842,255,1
461,856.25,0,18.039215,35.294117,80,-3.90625,-0.78125,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-2,404.200012,250.5,13.886,7842,255,1
461,856.25,0,18.039215,35.294117,80,-3.90625,-0.78125,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-2,405.200012,251.700012,13.886,7842,255,1
461,856.25,0,18.039215,35.294117,80,-3.90625,-0.78125,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-2,405.200012,251.700012,13.886,7842,255,1
461,850.75,0,18.039215,35.294117,80,-3.90625,-1.5625,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,405.200012,251.700012,13.886,7842,255,1
463,850.75,0,18.039215,35.294117,80,-3.90625,-1.5625,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,405.200012,251.700012,13.886,7842,255,1
463,850.75,0,18.039215,35.294117,80,-3.90625,-1.5625,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,405.700012,252.299988,13.886,7842,255,1
463,850.75,0,18.039215,35.294117,80,-3.90625,-1.5625,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,405.700012,252.299988,13.886,7842,255,1
465,857,0,18.039215,35.294117,81,-3.90625,-2.34375,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,405.700012,252.299988,13.886,7842,255,1
465,857,0,18.039215,35.294117,81,-3.90625,-2.34375,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,405.700012,252.299988,13.886,7842,255,1
465,857,0,18.039215,35.294117,81,-3.90625,-2.34375,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,406.600006,253.299988,13.886,7842,255,1
465,857,0,18.039215,35.686275,81,-3.90625,-4.6875,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,406.600006,253.299988,13.886,7842,255,1
466,854.5,0,18.039215,35.686275,81,-3.90625,-4.6875,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,406.600006,253.299988,13.886,7842,255,1
466,854.5,0,18.039215,35.686275,81,-3.90625,-4.6875,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,407.399994,254.399994,13.867,7842,255,1
466,854.5,0,18.039215,35.686275,81,-3.90625,-4.6875,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,407.399994,254.399994,13.867,7842,255,1
466,854.5,0,18.039215,35.294117,81,-3.90625,-3.90625,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,407.399994,254.399994,13.867,7842,255,1
468,854.5,0,18.039215,35.294117,81,-3.90625,-3.90625,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,407.399994,254.399994,13.867,7842,255,1
468,854.5,0,18.039215,35.294117,81,-3.90625,-3.90625,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,408.299988,255.5,13.886,7842,255,1
468,854.5,0,18.039215,35.294117,81,-3.90625,-3.90625,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,408.299988,255.5,13.886,7842,255,1
468,852.25,0,18.039215,35.294117,81,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,1,408.299988,255.5,13.886,7842,255,1
470,852.25,0,18.039215,35.294117,81,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,1,408.299988,255.5,13.886,7842,255,1
470,852.25,0,18.039215,35.294117,81,-3.90625,-3.125,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,1,408.700012,256,13.867,7842,255,1
470,852.25,0,18.039215,35.294117,81,-3.90625,-1.5625,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,1,408.700012,256,13.867,7842,255,1
472,860,0,18.039215,35.294117,81,-3.90625,-1.5625,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-2,408.700012,256,13.867,7842,255,1
472,860,0,18.039215,35.294117,81,-3.90625,-1.5625,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-2,409.600006,257.100006,13.886,7842,255,1
472,860,0,18.039215,35.294117,81,-3.90625,-1.5625,35,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,-2,409.600006,257.100006,13.886,7842,255,1
472,856.25,0,18.039215,35.294117,81,-3.90625,-1.5625,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,409.600006,257.100006,13.886,7842,255,1
474,856.25,0,18.039215,35.294117,81,-3.90625,-1.5625,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,409.600006,257.100006,13.886,7842,255,1
474,856.25,0,18.039215,35.294117,81,-3.90625,-1.5625,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,410.399994,258.100006,13.886,7842,255,1
474,856.25,0,18.039215,35.294117,81,-3.90625,-1.5625,36,37.254902,50.196079,16.078432,31.764706,18.039215,100,0,36,0,410.399994,258.100006,13.886,7842,255,1
